title,city,date,detailLink,,,,
M selling note 5,Lahore,Yesterday,http://olx.com.pk/item/m-selling-note-5-IDTKtvn.html#5e8b2f4f5a,,,,
Nokia E72 batterryy,Rawalpindi,Yesterday,http://olx.com.pk/item/nokia-e72-batterryy-IDTKtNb.html#5e8b2f4f5a,,,,
I m selling Motorola MB886,Karachi,Yesterday,http://olx.com.pk/item/i-m-selling-motorola-mb886-IDTKtNf.html#5e8b2f4f5a,,,,
Saf phon he agr ap interst hu to contect me,Lahore,Yesterday,http://olx.com.pk/item/saf-phon-he-agr-ap-interst-hu-to-contect-me-IDTKtNX.html#5e8b2f4f5a,,,,
Huawei chargerr original,Rawalpindi,Yesterday,http://olx.com.pk/item/huawei-chargerr-original-IDTKtQr.html#5e8b2f4f5a,,,,
Lg g2 in 10/10 candition,Lahore,Yesterday,http://olx.com.pk/item/lg-g2-in-10-10-candition-IDTKtSj.html#5e8b2f4f5a,,,,
Samsung Galaxy Mobile,Mirpur Khas,Yesterday,http://olx.com.pk/item/samsung-galaxy-mobile-IDTKtSR.html#5e8b2f4f5a,,,,
Lg g2 in a good condition,Lahore,Yesterday,http://olx.com.pk/item/lg-g2-in-a-good-condition-IDTKtUw.html#5e8b2f4f5a,,,,
Galaxy note 1 32 gb mamory 1 gb ram,Karachi,Yesterday,http://olx.com.pk/item/galaxy-note-1-32-gb-mamory-1-gb-ram-IDTKtWW.html#5e8b2f4f5a,,,,
Motrolla Electrify 2 XT-881,Karachi,Yesterday,http://olx.com.pk/item/motrolla-electrify-2-xt-881-IDTKRdW.html#5e8b2f4f5a,,,,
V10 mobile with all features,Rawalpindi,Yesterday,http://olx.com.pk/item/v10-mobile-with-all-features-IDTKRfL.html#5e8b2f4f5a,,,,
samsung glaxy j1 white colour,Sahiwal,Yesterday,http://olx.com.pk/item/samsung-glaxy-j1-white-colour-IDTKRiF.html#5e8b2f4f5a,,,,
Samsung galaxy s5 mini G800F 4g,Islamabad,Yesterday,http://olx.com.pk/item/samsung-galaxy-s5-mini-g800f-4g-IDTKRjR.html#5e8b2f4f5a,,,,
Samsung mobile core2 fast hand,Lahore,Yesterday,http://olx.com.pk/item/samsung-mobile-core2-fast-hand-IDTKRmz.html#5e8b2f4f5a,,,,
Exchangers Must read Qmobile A50,Faisalabad,Yesterday,http://olx.com.pk/item/exchangers-must-read-qmobile-a50-IDTKRmB.html#5e8b2f4f5a,,,,
samsung original handfree is avaliabel,Lahore,Yesterday,http://olx.com.pk/item/samsung-original-handfree-is-avaliabel-IDTKRop.html#5e8b2f4f5a,,,,
Samsung (GT-S7262) Starpro,Rawalpindi,Yesterday,http://olx.com.pk/item/samsung-gt-s7262-starpro-IDTLfQw.html#5e8b2f4f5a,,,,
Model huawei y511-u30,Chiniot,Yesterday,http://olx.com.pk/item/model-huawei-y511-u30-IDTLfQH.html#5e8b2f4f5a,,,,
Samsung glaxy core 2,Sadiqabad,Yesterday,http://olx.com.pk/item/samsung-glaxy-core-2-IDTLfQW.html#5e8b2f4f5a,,,,
Alcatel one touch k7043,Lahore,Yesterday,http://olx.com.pk/item/alcatel-one-touch-k7043-IDTLg1J.html#5e8b2f4f5a,,,,
Motorolla Droid 926,Karachi,Yesterday,http://olx.com.pk/item/motorolla-droid-926-IDTL4DH.html#5e8b2f4f5a,,,,
Flexible Mobile Stand,Karachi,Yesterday,http://olx.com.pk/item/flexible-mobile-stand-IDTgcsf.html#5e8b2f4f5a,,,,
iphone 5 16 gb white factory unlocked with facetime,Lahore,Yesterday,http://olx.com.pk/item/iphone-5-16-gb-white-factory-unlocked-with-facetime-IDTLsDb.html#5e8b2f4f5a,,,,
title,city,date,detailLink,,,,
Huawei Ascend Y221,Rawalpindi,02-Jan,http://olx.com.pk/item/huawei-ascend-y221-IDTKUlz.html#098a6379fc,,,,
LG G Pad 16GB 1.2Ghz Quadcore,Multan,02-Jan,http://olx.com.pk/item/lg-g-pad-16gb-1-2ghz-quadcore-IDTl0a1.html#098a6379fc,,,,
Motorola Moto X (2nd Gen),Multan,02-Jan,http://olx.com.pk/item/motorola-moto-x-2nd-gen-IDSXjTW.html#098a6379fc,,,,
Huawei Y550 android cell,Islamabad,02-Jan,http://olx.com.pk/item/huawei-y550-android-cell-IDTKUgF.html#098a6379fc,,,,
G2 G2 G2 original korea sd card slot 3g 4g sported removable betry,Lahore,02-Jan,http://olx.com.pk/item/g2-g2-g2-original-korea-sd-card-slot-3g-4g-sported-removable-betry-IDTtmYz.html#098a6379fc,,,,
Q mobile model A2 selling,Karachi,02-Jan,http://olx.com.pk/item/q-mobile-model-a2-selling-IDTKUgW.html#098a6379fc,,,,
Q mobile noir a8. 1 Ghz Dual Core.,Rawalpindi,02-Jan,http://olx.com.pk/item/q-mobile-noir-a8-1-ghz-dual-core-IDTKUhh.html#098a6379fc,,,,
Accessories note 4 orignal unused,Rawalpindi,02-Jan,http://olx.com.pk/item/accessories-note-4-orignal-unused-IDSVdCw.html#098a6379fc,,,,
HTC 8s windows phone Orignol pics,Lahore,02-Jan,http://olx.com.pk/item/htc-8s-windows-phone-orignol-pics-IDTK63N.html#098a6379fc,,,,
Blackberry curve 8520,Rawalpindi,02-Jan,http://olx.com.pk/item/blackberry-curve-8520-IDTKUdt.html#098a6379fc,,,,
samsung core prime,Islamabad,02-Jan,http://olx.com.pk/item/samsung-core-prime-IDTDfHf.html#098a6379fc,,,,
iphone 6 plus genuine accessories,Rawalpindi,02-Jan,http://olx.com.pk/item/iphone-6-plus-genuine-accessories-IDTbavT.html#098a6379fc,,,,
Nokia XL Exchange Possible,Lahore,02-Jan,http://olx.com.pk/item/nokia-xl-exchange-possible-IDTKU77.html#098a6379fc,,,,
Samsung Galaxy Alpha Zong Warid 4G/ Lte Working Good,Multan,02-Jan,http://olx.com.pk/item/samsung-galaxy-alpha-zong-warid-4g-lte-working-good-IDT2pKt.html#098a6379fc,,,,
Samsung Galaxy Grand Prime,Lahore,02-Jan,http://olx.com.pk/item/samsung-galaxy-grand-prime-IDTKUax.html#098a6379fc,,,,
Samsung 3 pin charger,Islamabad,02-Jan,http://olx.com.pk/item/samsung-3-pin-charger-IDTtWAW.html#098a6379fc,,,,
Blackberry 9630,Karachi,02-Jan,http://olx.com.pk/item/blackberry-9630-IDTKU7F.html#098a6379fc,,,,
Nokia xll seal exchange,Gujranwala,02-Jan,http://olx.com.pk/item/nokia-xll-seal-exchange-IDTKU85.html#098a6379fc,,,,
"lg g3 lush condition , grey col0ur , 32 gb , came from USA",Islamabad,02-Jan,http://olx.com.pk/item/lg-g3-lush-condition-grey-col0ur-32-gb-came-from-usa-IDTKU7d.html#098a6379fc,,,,
"I want to sell ,y lenovo a6000",Quetta,02-Jan,http://olx.com.pk/item/i-want-to-sell-y-lenovo-a6000-IDTJW15.html#098a6379fc,,,,
Selfi stick (self picture monopod),Lahore,02-Jan,http://olx.com.pk/item/selfi-stick-self-picture-monopod-IDTJW1L.html#098a6379fc,,,,
M and M cover fr S3mini,Sialkot,02-Jan,http://olx.com.pk/item/m-and-m-cover-fr-s3mini-IDTJW6F.html#098a6379fc,,,,
Mje apna lenovo a6000 full safe set sell karna hai,Quetta,02-Jan,http://olx.com.pk/item/mje-apna-lenovo-a6000-full-safe-set-sell-karna-hai-IDTJWgN.html#098a6379fc,,,,
Xtouch ocean 2came from dubai never open and repair xchange possible,Lahore,02-Jan,http://olx.com.pk/item/xtouch-ocean-2came-from-dubai-never-open-and-repair-xchange-possible-IDTJWgP.html#098a6379fc,,,,
BlackBerry limited Q5. Model no. SQR100-2,Islamabad,02-Jan,http://olx.com.pk/item/blackberry-limited-q5-model-no-sqr100-2-IDTJWiJ.html#098a6379fc,,,,
Qmobile qi10 set seald hn with complet saman,Karachi,02-Jan,http://olx.com.pk/item/qmobile-qi10-set-seald-hn-with-complet-saman-IDTJWkl.html#098a6379fc,,,,
"solar charger for phones with 10 in 1 usb cable free,call now",Dera Ghazi Khan,02-Jan,http://olx.com.pk/item/solar-charger-for-phones-with-10-in-1-usb-cable-free-call-now-IDTKjVL.html#098a6379fc,,,,
Qmobile a500 ( Exchange possible ),Gujrat,02-Jan,http://olx.com.pk/item/qmobile-a500-exchange-possible-IDTKU6f.html#098a6379fc,,,,
GB 16 Motorola Droid Maxx 3900Mah,Multan,02-Jan,http://olx.com.pk/item/gb-16-motorola-droid-maxx-3900mah-IDTl059.html#098a6379fc,,,,
Nokia 210 for sale...,Multan,02-Jan,http://olx.com.pk/item/nokia-210-for-sale-IDTKU5j.html#098a6379fc,,,,
LG G3 D850 white,Faisalabad,02-Jan,http://olx.com.pk/item/lg-g3-d850-white-IDTKDgN.html#098a6379fc,,,,
samsung handsfree,Rawalpindi,02-Jan,http://olx.com.pk/item/samsung-handsfree-IDSIM1t.html#098a6379fc,,,,
Note2 samsung E250 genion 32gb,Lahore,02-Jan,http://olx.com.pk/item/note2-samsung-e250-genion-32gb-IDTtmWt.html#098a6379fc,,,,
Samsung galaxy core 2 jaldi jaldi,Islamabad,02-Jan,http://olx.com.pk/item/samsung-galaxy-core-2-jaldi-jaldi-IDTFZTw.html#098a6379fc,,,,
Samsung S4 i9505,Lahore,02-Jan,http://olx.com.pk/item/samsung-s4-i9505-IDTr2zL.html#098a6379fc,,,,
Samsung galaxy s6 / edge genuine handsfree,Rawalpindi,02-Jan,http://olx.com.pk/item/samsung-galaxy-s6-edge-genuine-handsfree-IDTgz8L.html#098a6379fc,,,,
Samsung galaxy s3 mini only exchange,Lahore,02-Jan,http://olx.com.pk/item/samsung-galaxy-s3-mini-only-exchange-IDTFC33.html#098a6379fc,,,,
My Lg Lu 6200 in 9.5/10 condition,Gujranwala,02-Jan,http://olx.com.pk/item/my-lg-lu-6200-in-9-5-10-condition-IDTKU2l.html#098a6379fc,,,,
Samsung note 4 battery,Rawalpindi,02-Jan,http://olx.com.pk/item/samsung-note-4-battery-IDTkaXL.html#098a6379fc,,,,
title,city,date,detailLink,,,,
Q mob e 787 in very gud condition,Lahore,Yesterday,http://olx.com.pk/item/q-mob-e-787-in-very-gud-condition-IDTKRdN.html#5e8b2f4f5a,,,,
LG g pro 2 WHITE,Karachi,Yesterday,http://olx.com.pk/item/lg-g-pro-2-white-IDTKRfB.html#5e8b2f4f5a,,,,
Touchmate windows mini matrix,Islamabad,Yesterday,http://olx.com.pk/item/touchmate-windows-mini-matrix-IDTKRhh.html#5e8b2f4f5a,,,,
Q m90 with all accesories with warranty,Quetta,Yesterday,http://olx.com.pk/item/q-m90-with-all-accesories-with-warranty-IDTKRhN.html#5e8b2f4f5a,,,,
Working N cinditin r excellent 2 days betry tim Andriloid 4.4 h d cam,Lahore,Yesterday,http://olx.com.pk/item/working-n-cinditin-r-excellent-2-days-betry-tim-andriloid-4-4-h-d-cam-IDTKRiZ.html#5e8b2f4f5a,,,,
I want sell this and take new one,Karachi,Yesterday,http://olx.com.pk/item/i-want-sell-this-and-take-new-one-IDTKRlR.html#5e8b2f4f5a,,,,
Samsung core prime 361,Multan,Yesterday,http://olx.com.pk/item/samsung-core-prime-361-IDTKRlX.html#5e8b2f4f5a,,,,
Motorola xt 1056,Lahore,Yesterday,http://olx.com.pk/item/motorola-xt-1056-IDTKRn7.html#5e8b2f4f5a,,,,
Nokia1280 with genuine assessory,Faisalabad,Yesterday,http://olx.com.pk/item/nokia1280-with-genuine-assessory-IDTKRoh.html#5e8b2f4f5a,,,,
Iphone 4s 32gb FU Exchange with 5s or iphone 6,Islamabad,Yesterday,http://olx.com.pk/item/iphone-4s-32gb-fu-exchange-with-5s-or-iphone-6-IDTL0kh.html#5e8b2f4f5a,,,,
LG 180 Memory 32 Gb,Lahore,Yesterday,http://olx.com.pk/item/lg-180-memory-32-gb-IDTLfQ1.html#5e8b2f4f5a,,,,
Samsung galaxy core prime last prize no compromise,Bahawalpur,Yesterday,http://olx.com.pk/item/samsung-galaxy-core-prime-last-prize-no-compromise-IDTLfU1.html#5e8b2f4f5a,,,,
Rivo Rx35 available,Rawalpindi,Yesterday,http://olx.com.pk/item/rivo-rx35-available-IDTLfW7.html#5e8b2f4f5a,,,,
Samsung galaxy alpha grey,Karachi,Yesterday,http://olx.com.pk/item/samsung-galaxy-alpha-grey-IDTLqLN.html#5e8b2f4f5a,,,,
"HTC Explorer, First Hand used, original condition, 10/10",Islamabad,Yesterday,http://olx.com.pk/item/htc-explorer-first-hand-used-original-condition-10-10-IDTLs4D.html#5e8b2f4f5a,,,,
M selling note 5,Lahore,Yesterday,http://olx.com.pk/item/m-selling-note-5-IDTKtvn.html#5e8b2f4f5a,,,,
Nokia E72 batterryy,Rawalpindi,Yesterday,http://olx.com.pk/item/nokia-e72-batterryy-IDTKtNb.html#5e8b2f4f5a,,,,
I m selling Motorola MB886,Karachi,Yesterday,http://olx.com.pk/item/i-m-selling-motorola-mb886-IDTKtNf.html#5e8b2f4f5a,,,,
Saf phon he agr ap interst hu to contect me,Lahore,Yesterday,http://olx.com.pk/item/saf-phon-he-agr-ap-interst-hu-to-contect-me-IDTKtNX.html#5e8b2f4f5a,,,,
Huawei chargerr original,Rawalpindi,Yesterday,http://olx.com.pk/item/huawei-chargerr-original-IDTKtQr.html#5e8b2f4f5a,,,,
Lg g2 in 10/10 candition,Lahore,Yesterday,http://olx.com.pk/item/lg-g2-in-10-10-candition-IDTKtSj.html#5e8b2f4f5a,,,,
Samsung Galaxy Mobile,Mirpur Khas,Yesterday,http://olx.com.pk/item/samsung-galaxy-mobile-IDTKtSR.html#5e8b2f4f5a,,,,
Lg g2 in a good condition,Lahore,Yesterday,http://olx.com.pk/item/lg-g2-in-a-good-condition-IDTKtUw.html#5e8b2f4f5a,,,,
Galaxy note 1 32 gb mamory 1 gb ram,Karachi,Yesterday,http://olx.com.pk/item/galaxy-note-1-32-gb-mamory-1-gb-ram-IDTKtWW.html#5e8b2f4f5a,,,,
Motrolla Electrify 2 XT-881,Karachi,Yesterday,http://olx.com.pk/item/motrolla-electrify-2-xt-881-IDTKRdW.html#5e8b2f4f5a,,,,
V10 mobile with all features,Rawalpindi,Yesterday,http://olx.com.pk/item/v10-mobile-with-all-features-IDTKRfL.html#5e8b2f4f5a,,,,
samsung glaxy j1 white colour,Sahiwal,Yesterday,http://olx.com.pk/item/samsung-glaxy-j1-white-colour-IDTKRiF.html#5e8b2f4f5a,,,,
Samsung galaxy s5 mini G800F 4g,Islamabad,Yesterday,http://olx.com.pk/item/samsung-galaxy-s5-mini-g800f-4g-IDTKRjR.html#5e8b2f4f5a,,,,
Samsung mobile core2 fast hand,Lahore,Yesterday,http://olx.com.pk/item/samsung-mobile-core2-fast-hand-IDTKRmz.html#5e8b2f4f5a,,,,
Exchangers Must read Qmobile A50,Faisalabad,Yesterday,http://olx.com.pk/item/exchangers-must-read-qmobile-a50-IDTKRmB.html#5e8b2f4f5a,,,,
samsung original handfree is avaliabel,Lahore,Yesterday,http://olx.com.pk/item/samsung-original-handfree-is-avaliabel-IDTKRop.html#5e8b2f4f5a,,,,
Samsung (GT-S7262) Starpro,Rawalpindi,Yesterday,http://olx.com.pk/item/samsung-gt-s7262-starpro-IDTLfQw.html#5e8b2f4f5a,,,,
Model huawei y511-u30,Chiniot,Yesterday,http://olx.com.pk/item/model-huawei-y511-u30-IDTLfQH.html#5e8b2f4f5a,,,,
Samsung glaxy core 2,Sadiqabad,Yesterday,http://olx.com.pk/item/samsung-glaxy-core-2-IDTLfQW.html#5e8b2f4f5a,,,,
Alcatel one touch k7043,Lahore,Yesterday,http://olx.com.pk/item/alcatel-one-touch-k7043-IDTLg1J.html#5e8b2f4f5a,,,,
Samsung Galaxy Core Prime SM-G360H,Lahore,Yesterday,http://olx.com.pk/item/samsung-galaxy-core-prime-sm-g360h-IDTLfSZ.html#5e8b2f4f5a,,,,
Motorolla Droid 926,Karachi,Yesterday,http://olx.com.pk/item/motorolla-droid-926-IDTL4DH.html#5e8b2f4f5a,,,,
Flexible Mobile Stand,Karachi,Yesterday,http://olx.com.pk/item/flexible-mobile-stand-IDTgcsf.html#5e8b2f4f5a,,,,
iphone 5 16 gb white factory unlocked with facetime,Lahore,Yesterday,http://olx.com.pk/item/iphone-5-16-gb-white-factory-unlocked-with-facetime-IDTLsDb.html#5e8b2f4f5a,,,,
title,city,date,detailLink,,,,
"solar charger for all phones with 10 in 1 usb cable free,call us",Bannu,02-Jan,http://olx.com.pk/item/solar-charger-for-all-phones-with-10-in-1-usb-cable-free-call-us-IDTKjeD.html#e208b4dd90,,,,
Exchange to samsung galaxy s4,Lahore,02-Jan,http://olx.com.pk/item/exchange-to-samsung-galaxy-s4-IDTKTb5.html#e208b4dd90,,,,
"Olx On Quake As Original Lg Optimus Note 2 vu F200 8MP Cam , 2GB Ram",Islamabad,02-Jan,http://olx.com.pk/item/olx-on-quake-as-original-lg-optimus-note-2-vu-f200-8mp-cam-2gb-ram-IDTHYiP.html#e208b4dd90,,,,
Lumia 640 XL new condition,Faisalabad,02-Jan,http://olx.com.pk/item/lumia-640-xl-new-condition-IDTKmPt.html#e208b4dd90,,,,
Gfive g6c needed,Multan,02-Jan,http://olx.com.pk/item/gfive-g6c-needed-IDTKTJX.html#e208b4dd90,,,,
QMOBILE l15 1year warranty,Gujrat,02-Jan,http://olx.com.pk/item/qmobile-l15-1year-warranty-IDTK1hN.html#e208b4dd90,,,,
Online Best Olx Offer Pin Pack SamSung Galaxy S Duos 2 S7582,Islamabad,02-Jan,http://olx.com.pk/item/online-best-olx-offer-pin-pack-samsung-galaxy-s-duos-2-s7582-IDTHYih.html#e208b4dd90,,,,
iphone 5 factory unlock,Multan,02-Jan,http://olx.com.pk/item/iphone-5-factory-unlock-IDTCjX9.html#e208b4dd90,,,,
~Jasmine Offer Of Brand New SamSung Galaxy S Duos2 S7582 Pin Pack ~,Rawalpindi,02-Jan,http://olx.com.pk/item/jasmine-offer-of-brand-new-samsung-galaxy-s-duos2-s7582-pin-pack-IDSWwFf.html#e208b4dd90,,,,
Q Mobile Noir M 90,Faisalabad,02-Jan,http://olx.com.pk/item/q-mobile-noir-m-90-IDTIIWj.html#e208b4dd90,,,,
Get The Stylish Brand New- Samsung Galaxy Note 3 N9005 Pin Pack- 32999,Islamabad,02-Jan,http://olx.com.pk/item/get-the-stylish-brand-new-samsung-galaxy-note-3-n9005-pin-pack-32999-IDTHYhP.html#e208b4dd90,,,,
Samsung galaxy s5 complete accessories,Karachi,02-Jan,http://olx.com.pk/item/samsung-galaxy-s5-complete-accessories-IDTAr8D.html#e208b4dd90,,,,
HUAWEI media pad X1,Islamabad,02-Jan,http://olx.com.pk/item/huawei-media-pad-x1-IDTKTE5.html#e208b4dd90,,,,
IPhone4S 16GB FU,Lahore,02-Jan,http://olx.com.pk/item/iphone4s-16gb-fu-IDTqkYT.html#e208b4dd90,,,,
Lg note 2 f200 good condition,Wah,02-Jan,http://olx.com.pk/item/lg-note-2-f200-good-condition-IDTKTEb.html#e208b4dd90,,,,
Moto 912 good condition 8MP 1GB & 16GB,Karachi,02-Jan,http://olx.com.pk/item/moto-912-good-condition-8mp-1gb-16gb-IDTKTD5.html#e208b4dd90,,,,
Samsung galaxy s3,Mirpur,02-Jan,http://olx.com.pk/item/samsung-galaxy-s3-IDTEjPH.html#e208b4dd90,,,,
LG g.pro2 full touch 3gb ram.16gb intrnl,Sahiwal,02-Jan,http://olx.com.pk/item/lg-g-pro2-full-touch-3gb-ram-16gb-intrnl-IDTIvKx.html#e208b4dd90,,,,
tablet ver good condition 10.1capacitive 10p dual core a20 1.2 ghz 4.0,Islamabad,02-Jan,http://olx.com.pk/item/tablet-ver-good-condition-10-1capacitive-10p-dual-core-a20-1-2-ghz-4-0-IDSXmPb.html#e208b4dd90,,,,
Beats Bluetooth,Karachi,02-Jan,http://olx.com.pk/item/beats-bluetooth-IDTJdiD.html#e208b4dd90,,,,
Samsung Galaxy S4 I-9505,Karachi,02-Jan,http://olx.com.pk/item/samsung-galaxy-s4-i-9505-IDTKTAL.html#e208b4dd90,,,,
Samsung s6 very good condition,Lahore,02-Jan,http://olx.com.pk/item/samsung-s6-very-good-condition-IDTKcsd.html#e208b4dd90,,,,
LG gm360 5mp cam led flash soft touch,Rawalpindi,02-Jan,http://olx.com.pk/item/lg-gm360-5mp-cam-led-flash-soft-touch-IDSFmRH.html#e208b4dd90,,,,
samsung E250 sliding smal long batry gud signal,Rawalpindi,02-Jan,http://olx.com.pk/item/samsung-e250-sliding-smal-long-batry-gud-signal-IDTrq7W.html#e208b4dd90,,,,
LG G4 Stylus for Sales LG-H540,Lahore,02-Jan,http://olx.com.pk/item/lg-g4-stylus-for-sales-lg-h540-IDTKTzD.html#e208b4dd90,,,,
Qmobile i9 in cheap price,Peshawar,02-Jan,http://olx.com.pk/item/qmobile-i9-in-cheap-price-IDTqryD.html#e208b4dd90,,,,
I want to sell my lenovo a6000 9mouth maranty,Quetta,02-Jan,http://olx.com.pk/item/i-want-to-sell-my-lenovo-a6000-9mouth-maranty-IDTJUrB.html#e208b4dd90,,,,
"Micro Max tab With branded cover, and charge with headphones",Sialkot,02-Jan,http://olx.com.pk/item/micro-max-tab-with-branded-cover-and-charge-with-headphones-IDTKTxp.html#e208b4dd90,,,,
samsung duos y gt-s6102,Lahore,02-Jan,http://olx.com.pk/item/samsung-duos-y-gt-s6102-IDTlo6f.html#e208b4dd90,,,,
Qmobile Noir i9,Peshawar,02-Jan,http://olx.com.pk/item/qmobile-noir-i9-IDTKTwl.html#e208b4dd90,,,,
Lenovo s90 international set 16gb,Karachi,02-Jan,http://olx.com.pk/item/lenovo-s90-international-set-16gb-IDTJdhx.html#e208b4dd90,,,,
Bluetooth Gear 2 pin-pack,Karachi,02-Jan,http://olx.com.pk/item/bluetooth-gear-2-pin-pack-IDTJTvw.html#e208b4dd90,,,,
"Lg note 2, 2gb,16gb",Multan,02-Jan,http://olx.com.pk/item/lg-note-2-2gb-16gb-IDTKG5L.html#e208b4dd90,,,,
Samsung note 3 SM N900V,Sahiwal,02-Jan,http://olx.com.pk/item/samsung-note-3-sm-n900v-IDTHHJd.html#e208b4dd90,,,,
power bank 2600mah available,Lahore,02-Jan,http://olx.com.pk/item/power-bank-2600mah-available-IDTHZPt.html#e208b4dd90,,,,
Samsung glaxy grand prime in very cheap condition 10/10,Lahore,02-Jan,http://olx.com.pk/item/samsung-glaxy-grand-prime-in-very-cheap-condition-10-10-IDTKTsB.html#e208b4dd90,,,,
Sony xperia SP..,Multan,02-Jan,http://olx.com.pk/item/sony-xperia-sp-IDT855x.html#e208b4dd90,,,,
Xperia c2503 full box,Multan,02-Jan,http://olx.com.pk/item/xperia-c2503-full-box-IDTz8An.html#e208b4dd90,,,,
Samsung grand prime,Rawalpindi,02-Jan,http://olx.com.pk/item/samsung-grand-prime-IDTKTpt.html#e208b4dd90,,,,
title,city,date,detailLink,,,,
iphone4 exchange,Bahawalpur,02-Jan,http://olx.com.pk/item/iphone4-exchange-IDTFaLP.html#17e600d5f2,,,,
Huawei Y300 Only Set,Abbottabad,02-Jan,http://olx.com.pk/item/huawei-y300-only-set-IDTJye1.html#17e600d5f2,,,,
Qmobil M300 noir Marathan,Rawalpindi,02-Jan,http://olx.com.pk/item/qmobil-m300-noir-marathan-IDTFlad.html#17e600d5f2,,,,
samsung galaxy s6edge,Bahawalnagar,02-Jan,http://olx.com.pk/item/samsung-galaxy-s6edge-IDTJUkh.html#17e600d5f2,,,,
New G2 F320L with 5.0.1,Lahore,02-Jan,http://olx.com.pk/item/new-g2-f320l-with-5-0-1-IDTKDuN.html#17e600d5f2,,,,
Samsung note 4 original handsfree 100% guranteed genuine,Lahore,02-Jan,http://olx.com.pk/item/samsung-note-4-original-handsfree-100-guranteed-genuine-IDTDcTw.html#17e600d5f2,,,,
HTC WILDFIRE very rarely and carefully used,Islamabad,02-Jan,http://olx.com.pk/item/htc-wildfire-very-rarely-and-carefully-used-IDTJCht.html#17e600d5f2,,,,
Samsung glaxy s4,Rawalpindi,02-Jan,http://olx.com.pk/item/samsung-glaxy-s4-IDTKhoB.html#17e600d5f2,,,,
"Samsung galaxy s4 ,modal 9500",Multan,02-Jan,http://olx.com.pk/item/samsung-galaxy-s4-modal-9500-IDTvETZ.html#17e600d5f2,,,,
Read full ad must iphone 6 original handfree rotateing ear pods,Lahore,02-Jan,http://olx.com.pk/item/read-full-ad-must-iphone-6-original-handfree-rotateing-ear-pods-IDTBamZ.html#17e600d5f2,,,,
4GLte supported phone with all accessories and box,Lahore,02-Jan,http://olx.com.pk/item/4glte-supported-phone-with-all-accessories-and-box-IDTKTmb.html#17e600d5f2,,,,
"sony xperia P 16gb, 1gb & 8mp",Multan,02-Jan,http://olx.com.pk/item/sony-xperia-p-16gb-1gb-8mp-IDSkenN.html#17e600d5f2,,,,
Huawei ascebd y511 box and All Ass,Lahore,02-Jan,http://olx.com.pk/item/huawei-ascebd-y511-box-and-all-ass-IDTKTkZ.html#17e600d5f2,,,,
Apple iphone 4 Factory Unlocked 16GB mint condition,Lahore,02-Jan,http://olx.com.pk/item/apple-iphone-4-factory-unlocked-16gb-mint-condition-IDTKTlr.html#17e600d5f2,,,,
Defected phones in very low price,Haripur,02-Jan,http://olx.com.pk/item/defected-phones-in-very-low-price-IDTKTkf.html#17e600d5f2,,,,
Samsung Galaxy Grand Prime,Rawalpindi,02-Jan,http://olx.com.pk/item/samsung-galaxy-grand-prime-IDTKTkJ.html#17e600d5f2,,,,
Samsung(GT19000G),Lahore,02-Jan,http://olx.com.pk/item/samsunggt19000g-IDTJUiD.html#17e600d5f2,,,,
iphone 6plus 128gb,Chiniot,02-Jan,http://olx.com.pk/item/iphone-6plus-128gb-IDTKTj3.html#17e600d5f2,,,,
Apple iphone 5 Factory Unlocked (16 Gb) Read full ad,Mirpur,02-Jan,http://olx.com.pk/item/apple-iphone-5-factory-unlocked-16-gb-read-full-ad-IDTF5Ll.html#17e600d5f2,,,,
Apple iphone 4 16GB Black Factory Unlocked new condition,Lahore,02-Jan,http://olx.com.pk/item/apple-iphone-4-16gb-black-factory-unlocked-new-condition-IDTKTiw.html#17e600d5f2,,,,
lg g flex 2 f510l 32gb octacore lg fastest phone curved full hd screen,Lahore,02-Jan,http://olx.com.pk/item/lg-g-flex-2-f510l-32gb-octacore-lg-fastest-phone-curved-full-hd-screen-IDTGEyX.html#17e600d5f2,,,,
IPhone 5s Gold 32Gb,Gujranwala,02-Jan,http://olx.com.pk/item/iphone-5s-gold-32gb-IDTKIdW.html#17e600d5f2,,,,
Apple Iphone 5s 16gb factory unlocked updated ios 9.2,Islamabad,02-Jan,http://olx.com.pk/item/apple-iphone-5s-16gb-factory-unlocked-updated-ios-9-2-IDTKRUZ.html#17e600d5f2,,,,
lg g 2 f320k 32gb 4g lte 2gb ram 2.3 quadcore 14500 fnf,Lahore,02-Jan,http://olx.com.pk/item/lg-g-2-f320k-32gb-4g-lte-2gb-ram-2-3-quadcore-14500-fnf-IDTJCxP.html#17e600d5f2,,,,
Sumsung Galaxy S4 Orignal,Hyderabad,02-Jan,http://olx.com.pk/item/sumsung-galaxy-s4-orignal-IDTKSR3.html#17e600d5f2,,,,
kt tech take e100 4g lte 1.5 quadcore 1gb ram full box new 7800 fnf,Lahore,02-Jan,http://olx.com.pk/item/kt-tech-take-e100-4g-lte-1-5-quadcore-1gb-ram-full-box-new-7800-fnf-IDTGfJd.html#17e600d5f2,,,,
samsung galaxy grand max 4g lte 16gb 13mp +5mp cam latest model,Lahore,02-Jan,http://olx.com.pk/item/samsung-galaxy-grand-max-4g-lte-16gb-13mp-5mp-cam-latest-model-IDTGfIB.html#17e600d5f2,,,,
Pantech Vega Racer 2 IM-A830L 16gb,Rawalpindi,02-Jan,http://olx.com.pk/item/pantech-vega-racer-2-im-a830l-16gb-IDSrNhf.html#17e600d5f2,,,,
